POSTCODE,Number of meters,Consumption (kWh),Mean consumption (kWh),Median consumption (kWh)
VW03382,22,200536.10287,9115.2774031,10706.231454
VW03383,23,167422.3541,7279.2327872,7256.181998
VW03389,18,86617.210682,4812.0672601,3910.4846686
VW03390,20,13009.8911969,597.1604022399999,372.15628091
VW03393,40,459307.61622,11482.690406,11147.378833
VW03409,54,339730.95945,6291.3140638,5457.4678536
VW03410,81,782114.73788,9655.7375047,8900.098912
VW03419,9,120445.10386,13382.789318,13382.789318
VW03422,11,80077.151335,7279.7410305,6949.5548961
VW03434,25,365445.10386000003,20403.412463,21596.6864489
VW03435,6,169763.6004,28293.933399,27145.400593
VW03458,26,286461.91889000003,11017.766111500001,7361.0286845
VW03476,20,306391.69139,15319.58457,13791.790307
VWC00358,5,115860.53412,23172.106825,19412.462908
VWC00359,6,26637.982196,4439.6636993,3106.8249258
VWC00384,6,20823.936696,3470.6561161,2667.6557864
VWC00387,10,119366.9634,11936.69634,9979.7230465
VWC00388,5,49498.51632,9899.7032641,9426.3105836
VWC00389,6,23514.342235,3919.0570392,4237.8832839
VWC00404,36,220673.590509,7061.254768950001,6629.57467855
VWC00417,5,39245.301682,7849.0603363,3569.7329377
VWC00418,6,27895.153314,4649.1922189,5135.5093966
VWC00419,5,64226.508408,12845.301682,10984.174085
VWC00426,7,120526.21167,17218.030239,12888.229476
VWC00429,15,289954.500496,25266.765578799997,26098.4174086
VWC00432,7,141241.3452,20177.335029,12217.60633
VWC00433,24,183755.68744,7656.4869766,6914.9357072
VWC00442,25,236267.062312,11627.22551905,10923.0959446
VWC00445,5,37120.672601,7424.1345203,7465.8753709
VWC00448,8,110245.30168,13780.66271,11638.971316
VWC00450,5,39375.86548,7875.1730959,8270.0296736
VWC00456,8,70779.426311,8847.4282888,9777.9426311
VWC00457,5,33881.305638,6776.2611276,3290.8011869
VWC00458,6,91131.552918,15188.592153,4090.504451
VWC00461,24,127512.363996,5550.73084955,5031.6518299
VWC00463,26,282901.08803,10880.811078,10847.675569
VWC00466,15,174002.96736,11600.197824,6350.148368
VWC00467,9,136849.65381,15205.51709,10118.694362
VWC00469,9,108680.51434,12075.612705,8367.9525223
VWC00470,6,38103.857567,6350.6429278,3856.5776459
VWC00473,7,89036.597428,12719.513918,7157.2700297
VWC00476,5,63903.066271,12780.613254,16801.186944
VWC00486,20,176387.73492,8819.3867458,8654.7972305
VWC00495,59,397100.89020599995,7428.968384633333,5221.5628091
VWC00496,73,401742.82888,5404.50350495,5104.59940655
VWC00498,32,270539.07023,8410.3547255,8390.70227495
VWC00505,107,881116.716117,7515.093321666666,6900.8407517
VWC00510,10,147901.08803,14790.108803,11760.138477
VWC00564,28,239181.99802,8542.2142151,7581.107814
VWC00580,26,225001.97824,8653.92224,8516.3204748
VWC00589,22,201954.50049,9179.7500225,7252.2255193
VWC00598,15,91252.22552,6103.77808395,6128.090999
VWC00606,19,144928.78338,7627.8307044,6654.7972305
VWC00612,12,161061.32542,13421.777118,5093.9663699
VWC00614,16,396017.80416,24885.459941,11394.658753849999
VWC00620,17,163933.728978,9386.6221563,7019.53511375
VWC00624,9,185997.03264,20666.33696,12299.703264
VWC00636,23,319041.543023,14262.217875850001,8258.90207705
VWC00640,18,145561.81998,9381.63534445,6181.7507418000005
VWC00641,10,100066.27102,10006.627102,6128.090999
VWC00680,11,196663.69931,17878.518119,7596.4391691
VWC00681,6,203375.86548,33895.97758,31120.672601
VWC00728,25,272666.66666,10842.206878100002,8799.4559842
VWC00729,15,152083.08605,10138.872404,7801.1869436
VWC00740,13,119117.70524,9162.9004033,4600.3956479
VWC00761,10,116574.67854,11657.467854,7066.2710188
VWC00767,25,195710.18793,7828.4075173,8341.2462908
